date,away_team_id,away_goals,home_team_id,home_goals,length_of_game_min,updated_at
2022-12-29,Detroit Red Wings,3,Buffalo Sabres,6,149,2023-09-27
2022-12-29,Los Angeles Kings,5,Colorado Avalanche,4,159,2023-09-27
2022-12-29,Montreal Canadiens,2,Florida Panthers,7,155,2023-09-27
2022-12-29,Dallas Stars,4,Minnesota Wild,1,154,2023-09-27
2022-12-29,Columbus Blue Jackets,1,New York Islanders,2,147,2023-09-27
2022-12-29,Philadelphia Flyers,4,San Jose Sharks,3,143,2023-09-27
2022-12-29,Chicago Blackhawks,1,St. Louis Blues,3,136,2023-09-27
2022-12-29,New York Rangers,1,Tampa Bay Lightning,2,166,2023-09-27
2022-12-29,Vancouver Canucks,2,Winnipeg Jets,4,143,2023-09-27
2022-12-29,Ottawa Senators,4,Washington Capitals,3,150,2023-09-27
2022-12-30,Nashville Predators,6,Anaheim Ducks,1,139,2023-09-27
2022-12-30,Florida Panthers,0,Carolina Hurricanes,4,152,2023-09-27
2022-12-30,New Jersey Devils,4,Pittsburgh Penguins,2,156,2023-09-27
2022-12-30,Edmonton Oilers,7,Seattle Kraken,2,147,2023-09-27
2022-12-31,Buffalo Sabres,4,Boston Bruins,3,161,2023-09-27
2022-12-31,Chicago Blackhawks,1,Columbus Blue Jackets,4,149,2023-09-27
2022-12-31,Vancouver Canucks,2,Calgary Flames,3,150,2023-09-27
2022-12-31,Toronto Maple Leafs,6,Colorado Avalanche,2,139,2023-09-27
2022-12-31,San Jose Sharks,2,Dallas Stars,5,141,2023-09-27
2022-12-31,Ottawa Senators,2,Detroit Red Wings,4,143,2023-09-27
2022-12-31,Winnipeg Jets,2,Edmonton Oilers,1,143,2023-09-27
2022-12-31,Philadelphia Flyers,4,Los Angeles Kings,2,145,2023-09-27
2022-12-31,Minnesota Wild,5,St. Louis Blues,2,146,2023-09-27
2022-12-31,Arizona Coyotes,3,Tampa Bay Lightning,5,147,2023-09-27
2022-12-31,Nashville Predators,4,Vegas Golden Knights,5,159,2023-09-27
2022-12-31,Montreal Canadiens,2,Washington Capitals,9,157,2023-09-27
2023-01-01,San Jose Sharks,5,Chicago Blackhawks,2,137,2023-09-27
2023-01-01,New York Rangers,5,Florida Panthers,3,147,2023-09-27
2023-01-01,Carolina Hurricanes,5,New Jersey Devils,4,168,2023-09-27
2023-01-01,Buffalo Sabres,1,Ottawa Senators,3,144,2023-09-27
2023-01-01,New York Islanders,1,Seattle Kraken,4,149,2023-09-27
2023-01-02,Philadelphia Flyers,4,Anaheim Ducks,1,138,2023-09-27
2023-01-02,Pittsburgh Penguins,1,Boston Bruins,2,162,2023-09-27
2023-01-02,Vegas Golden Knights,3,Colorado Avalanche,2,148,2023-09-27
2023-01-03,Tampa Bay Lightning,4,Chicago Blackhawks,1,149,2023-09-27
2023-01-03,Seattle Kraken,5,Edmonton Oilers,2,149,2023-09-27
2023-01-03,Arizona Coyotes,3,Florida Panthers,5,151,2023-09-27
2023-01-03,Dallas Stars,2,Los Angeles Kings,3,142,2023-09-27
2023-01-03,Montreal Canadiens,3,Nashville Predators,6,148,2023-09-27
2023-01-03,Carolina Hurricanes,3,New York Rangers,5,148,2023-09-27
2023-01-03,Columbus Blue Jackets,0,Ottawa Senators,4,147,2023-09-27
2023-01-03,St. Louis Blues,6,Toronto Maple Leafs,5,156,2023-09-27
2023-01-03,New York Islanders,6,Vancouver Canucks,2,140,2023-09-27
2023-01-03,Calgary Flames,2,Winnipeg Jets,3,146,2023-09-27
2023-01-03,Buffalo Sabres,5,Washington Capitals,4,155,2023-09-27
2023-01-04,Dallas Stars,0,Anaheim Ducks,2,150,2023-09-27
2023-01-04,New Jersey Devils,5,Detroit Red Wings,1,147,2023-09-27
2023-01-04,Tampa Bay Lightning,1,Minnesota Wild,5,152,2023-09-27
2023-01-05,Nashville Predators,5,Carolina Hurricanes,3,155,2023-09-27
2023-01-05,Washington Capitals,6,Columbus Blue Jackets,2,140,2023-09-27
2023-01-05,New York Islanders,2,Edmonton Oilers,4,144,2023-09-27
2023-01-05,Boston Bruins,5,Los Angeles Kings,2,141,2023-09-27
2023-01-05,New York Rangers,4,Montreal Canadiens,1,142,2023-09-27
2023-01-05,St. Louis Blues,5,New Jersey Devils,3,134,2023-09-27
2023-01-05,Arizona Coyotes,2,Philadelphia Flyers,6,138,2023-09-27
2023-01-05,Seattle Kraken,5,Toronto Maple Leafs,1,141,2023-09-27
2023-01-05,Colorado Avalanche,2,Vancouver Canucks,4,153,2023-09-27
2023-01-05,Pittsburgh Penguins,2,Vegas Golden Knights,5,147,2023-09-27
2023-01-06,San Jose Sharks,4,Anaheim Ducks,5,155,2023-09-27
2023-01-06,New York Islanders,1,Calgary Flames,4,141,2023-09-27
2023-01-06,Arizona Coyotes,0,Chicago Blackhawks,2,138,2023-09-27
2023-01-06,Florida Panthers,3,Detroit Red Wings,2,147,2023-09-27
2023-01-06,Tampa Bay Lightning,2,Winnipeg Jets,4,143,2023-09-27
2023-01-06,Nashville Predators,3,Washington Capitals,2,147,2023-09-27
2023-01-07,Minnesota Wild,5,Buffalo Sabres,6,154,2023-09-27
2023-01-07,Carolina Hurricanes,3,Columbus Blue Jackets,4,162,2023-09-27
2023-01-07,Colorado Avalanche,3,Edmonton Oilers,2,159,2023-09-27
2023-01-07,St. Louis Blues,4,Montreal Canadiens,5,142,2023-09-27
2023-01-07,New York Rangers,3,New Jersey Devils,4,151,2023-09-27
2023-01-07,Seattle Kraken,8,Ottawa Senators,4,152,2023-09-27
2023-01-07,Boston Bruins,4,San Jose Sharks,2,147,2023-09-27
2023-01-07,Detroit Red Wings,1,Toronto Maple Leafs,4,145,2023-09-27
2023-01-07,Los Angeles Kings,5,Vegas Golden Knights,1,144,2023-09-27
2023-01-08,Boston Bruins,7,Anaheim Ducks,1,147,2023-09-27
2023-01-08,Pittsburgh Penguins,4,Arizona Coyotes,1,138,2023-09-27
2023-01-08,Calgary Flames,3,Chicago Blackhawks,4,153,2023-09-27
2023-01-08,Florida Panthers,1,Dallas Stars,5,149,2023-09-27
2023-01-08,St. Louis Blues,3,Minnesota Wild,0,139,2023-09-27
2023-01-08,Toronto Maple Leafs,6,Philadelphia Flyers,2,145,2023-09-27
2023-01-08,Vancouver Canucks,4,Winnipeg Jets,7,143,2023-09-27
2023-01-08,Columbus Blue Jackets,0,Washington Capitals,1,140,2023-09-27
2023-01-09,Philadelphia Flyers,4,Buffalo Sabres,0,141,2023-09-27
2023-01-09,Edmonton Oilers,3,Los Angeles Kings,6,162,2023-09-27
2023-01-09,Seattle Kraken,4,Montreal Canadiens,0,140,2023-09-27
2023-01-09,Nashville Predators,3,Ottawa Senators,0,154,2023-09-27
2023-01-10,San Jose Sharks,4,Arizona Coyotes,2,141,2023-09-27
2023-01-10,Seattle Kraken,4,Buffalo Sabres,3,149,2023-09-27
2023-01-10,New Jersey Devils,5,Carolina Hurricanes,3,153,2023-09-27
2023-01-10,Florida Panthers,5,Colorado Avalanche,4,159,2023-09-27
2023-01-10,Winnipeg Jets,5,Detroit Red Wings,7,154,2023-09-27
2023-01-10,Dallas Stars,2,New York Islanders,1,154,2023-09-27
2023-01-10,Minnesota Wild,3,New York Rangers,4,167,2023-09-27
2023-01-10,Vancouver Canucks,4,Pittsburgh Penguins,5,146,2023-09-27
2023-01-10,Calgary Flames,3,St. Louis Blues,4,143,2023-09-27
2023-01-10,Columbus Blue Jackets,3,Tampa Bay Lightning,6,141,2023-09-27
2023-01-11,Edmonton Oilers,6,Anaheim Ducks,2,148,2023-09-27
2023-01-11,San Jose Sharks,3,Los Angeles Kings,4,144,2023-09-27
2023-01-11,Washington Capitals,3,Philadelphia Flyers,5,151,2023-09-27
2023-01-11,Nashville Predators,1,Toronto Maple Leafs,2,144,2023-09-27
2023-01-12,Ottawa Senators,5,Arizona Coyotes,3,150,2023-09-27
2023-01-12,Seattle Kraken,3,Boston Bruins,0,137,2023-09-27
2023-01-12,Winnipeg Jets,4,Buffalo Sabres,2,146,2023-09-27
2023-01-12,Carolina Hurricanes,6,Columbus Blue Jackets,2,152,2023-09-27
2023-01-12,Colorado Avalanche,2,Chicago Blackhawks,3,151,2023-09-27
2023-01-12,Toronto Maple Leafs,1,Detroit Red Wings,4,143,2023-09-27
2023-01-12,Nashville Predators,3,Montreal Canadiens,4,148,2023-09-27
2023-01-12,Minnesota Wild,3,New York Islanders,1,149,2023-09-27
2023-01-12,Dallas Stars,1,New York Rangers,2,144,2023-09-27
2023-01-12,Calgary Flames,4,St. Louis Blues,1,141,2023-09-27
2023-01-12,Vancouver Canucks,4,Tampa Bay Lightning,5,159,2023-09-27
2023-01-12,Florida Panthers,2,Vegas Golden Knights,4,162,2023-09-27
2023-01-13,New Jersey Devils,6,Anaheim Ducks,2,146,2023-09-27
2023-01-13,Winnipeg Jets,4,Pittsburgh Penguins,1,150,2023-09-27
2023-01-13,Edmonton Oilers,7,San Jose Sharks,1,145,2023-09-27
2023-01-14,Toronto Maple Leafs,3,Boston Bruins,4,153,2023-09-27
2023-01-14,Pittsburgh Penguins,1,Carolina Hurricanes,2,144,2023-09-27
2023-01-14,Seattle Kraken,8,Chicago Blackhawks,5,148,2023-09-27
2023-01-14,Ottawa Senators,0,Colorado Avalanche,7,149,2023-09-27
2023-01-14,Calgary Flames,6,Dallas Stars,5,154,2023-09-27
2023-01-14,Columbus Blue Jackets,4,Detroit Red Wings,3,140,2023-09-27
2023-01-14,Vancouver Canucks,3,Florida Panthers,4,147,2023-09-27
2023-01-14,New Jersey Devils,5,Los Angeles Kings,2,158,2023-09-27
2023-01-14,Arizona Coyotes,1,Minnesota Wild,2,146,2023-09-27
2023-01-14,Buffalo Sabres,5,Nashville Predators,3,151,2023-09-27
2023-01-14,Montreal Canadiens,1,New York Islanders,2,144,2023-09-27
2023-01-14,Tampa Bay Lightning,4,St. Louis Blues,2,143,2023-09-27
2023-01-14,Edmonton Oilers,4,Vegas Golden Knights,3,147,2023-09-27
2023-01-14,Philadelphia Flyers,3,Washington Capitals,1,145,2023-09-27
2023-01-15,Vancouver Canucks,4,Carolina Hurricanes,3,159,2023-09-27
2023-01-15,Montreal Canadiens,2,New York Rangers,1,142,2023-09-27
2023-01-15,Arizona Coyotes,1,Winnipeg Jets,2,138,2023-09-27
2023-01-16,Philadelphia Flyers,0,Boston Bruins,6,154,2023-09-27
2023-01-16,Florida Panthers,4,Buffalo Sabres,1,144,2023-09-27
2023-01-16,New York Rangers,3,Columbus Blue Jackets,1,145,2023-09-27
2023-01-16,Detroit Red Wings,3,Colorado Avalanche,6,146,2023-09-27
2023-01-16,Calgary Flames,1,Nashville Predators,2,149,2023-09-27
2023-01-16,Washington Capitals,4,New York Islanders,3,152,2023-09-27
2023-01-16,Anaheim Ducks,3,Pittsburgh Penguins,4,147,2023-09-27
2023-01-16,Tampa Bay Lightning,4,Seattle Kraken,1,138,2023-09-27
2023-01-16,New Jersey Devils,4,San Jose Sharks,3,158,2023-09-27
2023-01-16,Ottawa Senators,1,St. Louis Blues,2,145,2023-09-27
2023-01-16,Dallas Stars,4,Vegas Golden Knights,0,145,2023-09-27
2023-01-17,Detroit Red Wings,3,Arizona Coyotes,4,156,2023-09-27
2023-01-17,Buffalo Sabres,3,Chicago Blackhawks,4,144,2023-09-27
2023-01-17,Seattle Kraken,2,Edmonton Oilers,5,146,2023-09-27
2023-01-17,Winnipeg Jets,1,Montreal Canadiens,4,144,2023-09-27
2023-01-17,Columbus Blue Jackets,1,Nashville Predators,2,139,2023-09-27
2023-01-17,Anaheim Ducks,2,Philadelphia Flyers,5,145,2023-09-27
2023-01-17,Florida Panthers,4,Toronto Maple Leafs,5,159,2023-09-27
2023-01-17,Minnesota Wild,4,Washington Capitals,2,144,2023-09-27
2023-01-18,Colorado Avalanche,4,Calgary Flames,1,143,2023-09-27
2023-01-18,Boston Bruins,4,New York Islanders,1,142,2023-09-27
2023-01-18,Pittsburgh Penguins,4,Ottawa Senators,5,149,2023-09-27
2023-01-18,Dallas Stars,3,San Jose Sharks,5,145,2023-09-27
2023-01-18,Tampa Bay Lightning,5,Vancouver Canucks,2,145,2023-09-27
2023-01-19,Washington Capitals,4,Arizona Coyotes,0,146,2023-09-27
2023-01-19,New York Islanders,2,Buffalo Sabres,3,146,2023-09-27
2023-01-19,Minnesota Wild,2,Carolina Hurricanes,5,153,2023-09-27
2023-01-19,Anaheim Ducks,5,Columbus Blue Jackets,3,145,2023-09-27
2023-01-19,Tampa Bay Lightning,3,Edmonton Oilers,5,156,2023-09-27
2023-01-19,Dallas Stars,4,Los Angeles Kings,0,145,2023-09-27
2023-01-19,Florida Panthers,6,Montreal Canadiens,2,156,2023-09-27
2023-01-19,Boston Bruins,3,New York Rangers,1,145,2023-09-27
2023-01-19,Chicago Blackhawks,4,Philadelphia Flyers,1,148,2023-09-27
2023-01-19,New Jersey Devils,3,Seattle Kraken,4,154,2023-09-27
2023-01-19,Nashville Predators,2,St. Louis Blues,5,140,2023-09-27
2023-01-19,Winnipeg Jets,1,Toronto Maple Leafs,4,143,2023-09-27
2023-01-19,Detroit Red Wings,3,Vegas Golden Knights,2,147,2023-09-27
2023-01-20,Ottawa Senators,1,Pittsburgh Penguins,4,149,2023-09-27
2023-01-20,Colorado Avalanche,4,Vancouver Canucks,1,144,2023-09-27
2023-01-21,Anaheim Ducks,3,Buffalo Sabres,6,142,2023-09-27
2023-01-21,San Jose Sharks,3,Columbus Blue Jackets,5,142,2023-09-27
2023-01-21,Tampa Bay Lightning,3,Calgary Flames,6,153,2023-09-27
2023-01-21,Arizona Coyotes,0,Dallas Stars,4,138,2023-09-27
2023-01-21,Philadelphia Flyers,2,Detroit Red Wings,1,151,2023-09-27
2023-01-21,Minnesota Wild,3,Florida Panthers,5,151,2023-09-27
2023-01-21,Toronto Maple Leafs,2,Montreal Canadiens,3,147,2023-09-27
2023-01-21,Los Angeles Kings,3,Nashville Predators,5,148,2023-09-27
2023-01-21,Carolina Hurricanes,5,New York Islanders,2,148,2023-09-27
2023-01-21,Winnipeg Jets,5,Ottawa Senators,1,144,2023-09-27
2023-01-21,Colorado Avalanche,2,Seattle Kraken,1,152,2023-09-27
2023-01-21,Chicago Blackhawks,5,St. Louis Blues,3,144,2023-09-27
2023-01-21,Edmonton Oilers,4,Vancouver Canucks,2,147,2023-09-27
2023-01-21,Washington Capitals,2,Vegas Golden Knights,6,143,2023-09-27
2023-01-22,Vegas Golden Knights,1,Arizona Coyotes,4,149,2023-09-27
2023-01-22,San Jose Sharks,0,Boston Bruins,4,151,2023-09-27
2023-01-22,Los Angeles Kings,2,Chicago Blackhawks,1,136,2023-09-27
2023-01-22,Pittsburgh Penguins,1,New Jersey Devils,2,145,2023-09-27
2023-01-22,Winnipeg Jets,5,Philadelphia Flyers,3,145,2023-09-27
2023-01-23,Columbus Blue Jackets,3,Calgary Flames,4,159,2023-09-27
2023-01-23,Buffalo Sabres,3,Dallas Stars,2,144,2023-09-27
2023-01-23,Florida Panthers,2,New York Rangers,6,154,2023-09-27
2023-01-23,New York Islanders,2,Toronto Maple Leafs,5,143,2023-09-27
2023-01-24,Anaheim Ducks,5,Arizona Coyotes,2,150,2023-09-27
2023-01-24,Washington Capitals,2,Colorado Avalanche,3,146,2023-09-27
2023-01-24,San Jose Sharks,2,Detroit Red Wings,3,150,2023-09-27
2023-01-24,Boston Bruins,4,Montreal Canadiens,2,154,2023-09-27
2023-01-24,Vegas Golden Knights,2,New Jersey Devils,3,155,2023-09-27
2023-01-24,Winnipeg Jets,1,Nashville Predators,2,143,2023-09-27
2023-01-24,Los Angeles Kings,4,Philadelphia Flyers,3,153,2023-09-27
2023-01-24,Florida Panthers,6,Pittsburgh Penguins,7,153,2023-09-27
2023-01-24,Buffalo Sabres,5,St. Louis Blues,3,143,2023-09-27
2023-01-24,Minnesota Wild,2,Tampa Bay Lightning,4,151,2023-09-27
2023-01-24,Chicago Blackhawks,2,Vancouver Canucks,5,141,2023-09-27
2023-01-25,Carolina Hurricanes,3,Dallas Stars,2,149,2023-09-27
2023-01-25,Columbus Blue Jackets,3,Edmonton Oilers,2,144,2023-09-27
2023-01-25,New York Islanders,1,Ottawa Senators,2,144,2023-09-27
2023-01-25,Vancouver Canucks,1,Seattle Kraken,6,145,2023-09-27
2023-01-25,New York Rangers,2,Toronto Maple Leafs,3,144,2023-09-27
2023-01-26,St. Louis Blues,0,Arizona Coyotes,5,144,2023-09-27
2023-01-26,Chicago Blackhawks,5,Calgary Flames,1,141,2023-09-27
2023-01-26,Anaheim Ducks,5,Colorado Avalanche,3,150,2023-09-27
2023-01-26,Philadelphia Flyers,2,Minnesota Wild,3,160,2023-09-27
2023-01-26,Detroit Red Wings,4,Montreal Canadiens,3,155,2023-09-27
2023-01-26,New Jersey Devils,4,Nashville Predators,6,151,2023-09-27
2023-01-26,Boston Bruins,2,Tampa Bay Lightning,3,160,2023-09-27
2023-01-26,Buffalo Sabres,3,Winnipeg Jets,2,143,2023-09-27
2023-01-26,Pittsburgh Penguins,2,Washington Capitals,3,162,2023-09-27
2023-01-27,San Jose Sharks,4,Carolina Hurricanes,5,150,2023-09-27
2023-01-27,New Jersey Devils,3,Dallas Stars,2,149,2023-09-27
2023-01-27,Los Angeles Kings,4,Florida Panthers,3,150,2023-09-27
2023-01-27,Detroit Red Wings,0,New York Islanders,2,143,2023-09-27
2023-01-27,Vegas Golden Knights,1,New York Rangers,4,145,2023-09-27
2023-01-27,Calgary Flames,5,Seattle Kraken,2,152,2023-09-27
2023-01-27,Ottawa Senators,6,Toronto Maple Leafs,2,147,2023-09-27
2023-01-27,Columbus Blue Jackets,2,Vancouver Canucks,5,144,2023-09-27
2023-01-28,Arizona Coyotes,1,Anaheim Ducks,2,159,2023-09-27
2023-01-28,St. Louis Blues,2,Colorado Avalanche,4,148,2023-09-27
2023-01-28,Chicago Blackhawks,3,Edmonton Oilers,7,153,2023-09-27
2023-01-28,Boston Bruins,3,Florida Panthers,4,161,2023-09-27
2023-01-28,Buffalo Sabres,2,Minnesota Wild,3,156,2023-09-27
2023-01-28,Vegas Golden Knights,1,New York Islanders,2,152,2023-09-27
2023-01-28,Montreal Canadiens,0,Ottawa Senators,5,140,2023-09-27
2023-01-28,San Jose Sharks,6,Pittsburgh Penguins,4,148,2023-09-27
2023-01-28,Columbus Blue Jackets,1,Seattle Kraken,3,150,2023-09-27
2023-01-28,Los Angeles Kings,2,Tampa Bay Lightning,5,149,2023-09-27
2023-01-28,Philadelphia Flyers,4,Winnipeg Jets,0,148,2023-09-27
2023-01-29,Boston Bruins,1,Carolina Hurricanes,4,151,2023-09-27
2023-01-29,Washington Capitals,1,Toronto Maple Leafs,5,139,2023-09-27
2023-01-30,St. Louis Blues,2,Winnipeg Jets,4,150,2023-09-27
2023-01-31,Los Angeles Kings,4,Carolina Hurricanes,5,155,2023-09-27
2023-01-31,Washington Capitals,4,Columbus Blue Jackets,3,156,2023-09-27
2023-01-31,Ottawa Senators,5,Montreal Canadiens,4,150,2023-09-27
2023-02-01,Carolina Hurricanes,5,Buffalo Sabres,1,140,2023-09-27
2023-02-01,Boston Bruins,5,Toronto Maple Leafs,2,149,2023-09-27
2023-02-06,Minnesota Wild,2,Arizona Coyotes,3,146,2023-09-27
2023-02-06,Anaheim Ducks,2,Dallas Stars,3,161,2023-09-27
2023-02-06,Tampa Bay Lightning,1,Florida Panthers,7,151,2023-09-27
2023-02-06,Vancouver Canucks,4,New Jersey Devils,5,152,2023-09-27
2023-02-06,Calgary Flames,4,New York Rangers,5,162,2023-09-27
2023-02-06,New York Islanders,2,Philadelphia Flyers,1,138,2023-09-27
2023-02-07,Anaheim Ducks,3,Chicago Blackhawks,2,141,2023-09-27
2023-02-07,Edmonton Oilers,5,Detroit Red Wings,2,155,2023-09-27
2023-02-07,Vegas Golden Knights,5,Nashville Predators,1,142,2023-09-27
2023-02-07,Seattle Kraken,0,New York Islanders,4,141,2023-09-27
2023-02-07,Colorado Avalanche,1,Pittsburgh Penguins,2,155,2023-09-27
2023-02-07,San Jose Sharks,4,Tampa Bay Lightning,3,159,2023-09-27
2023-02-08,Minnesota Wild,1,Dallas Stars,4,145,2023-09-27
2023-02-08,Vancouver Canucks,3,New York Rangers,4,144,2023-09-27
2023-02-09,Calgary Flames,1,Detroit Red Wings,2,140,2023-09-27
2023-02-09,San Jose Sharks,1,Florida Panthers,4,152,2023-09-27
2023-02-09,Vegas Golden Knights,5,Minnesota Wild,1,154,2023-09-27
2023-02-09,Seattle Kraken,1,New Jersey Devils,3,145,2023-09-27
2023-02-09,Vancouver Canucks,6,New York Islanders,5,145,2023-09-27
2023-02-09,Edmonton Oilers,1,Philadelphia Flyers,2,153,2023-09-27
2023-02-09,Colorado Avalanche,0,Tampa Bay Lightning,5,158,2023-09-27
2023-02-10,Pittsburgh Penguins,6,Anaheim Ducks,3,150,2023-09-27
2023-02-10,Toronto Maple Leafs,3,Columbus Blue Jackets,0,141,2023-09-27
2023-02-10,Arizona Coyotes,3,Chicago Blackhawks,4,145,2023-09-27
2023-02-10,Seattle Kraken,3,New York Rangers,6,152,2023-09-27
2023-02-11,Washington Capitals,2,Boston Bruins,1,155,2023-09-27
2023-02-11,Calgary Flames,7,Buffalo Sabres,2,145,2023-09-27
2023-02-11,New York Rangers,6,Carolina Hurricanes,2,145,2023-09-27
2023-02-11,Tampa Bay Lightning,3,Dallas Stars,1,141,2023-09-27
2023-02-11,Vancouver Canucks,2,Detroit Red Wings,5,144,2023-09-27
2023-02-11,Colorado Avalanche,5,Florida Panthers,3,156,2023-09-27
2023-02-11,Pittsburgh Penguins,0,Los Angeles Kings,6,142,2023-09-27
2023-02-11,New Jersey Devils,2,Minnesota Wild,3,160,2023-09-27
2023-02-11,New York Islanders,3,Montreal Canadiens,4,147,2023-09-27
2023-02-11,Edmonton Oilers,6,Ottawa Senators,3,156,2023-09-27
